0	1.0	0.0	1.0	0.0
3	1.022	0.14675672910479318	1.022	0.14675672910479318
6	1.072	0.2808823506290396	1.383	0.5537306363364931
9	1.106	0.34187845922327187	1.751	0.7896978046206196
12	1.149	0.4110571346759047	2.096	0.9368359843973084
15	1.202	0.4810690464241384	2.437	1.114123993221699
18	1.249	0.5397131555653373	2.804	1.3081648578429668
21	1.309	0.6179813111259161	3.227	1.5230859433370103
24	1.342	0.6522740692848833	3.615	1.6868967427262929
27	1.38	0.7142199311907493	4.017	1.9016643571690925
30	1.438	0.7789497819261266	4.411	2.125699319658736
33	1.478	0.8331927809398011	4.834	2.325478843561437
36	1.539	0.924842870078124	5.314	2.5919340504962984
39	1.603	0.9779301341851265	5.764	2.843305890752593
42	1.655	1.0368462036628447	6.257	3.099767662190114
45	1.708	1.0871604839755358	6.788	3.4471638978933017
48	1.773	1.140513819193684	7.325	3.7442481747868213
51	1.833	1.191860533590871	7.827	4.039478727309797
54	1.88	1.2357698520060858	8.379	4.396668021319066
57	1.94	1.2954065300430009	8.895	4.636320790289489
60	1.999	1.3501191880059424	9.431	4.956188334073152
63	2.08	1.4351514413676583	9.999	5.27625225305213
66	2.135	1.502342182071723	10.58	5.5943629572004765
69	2.207	1.5577475975194317	11.203	5.934223285823187
72	2.283	1.6369455062984193	11.83	6.285905870486193
75	2.365	1.706073177119233	12.46	6.67449990253569
78	2.439	1.799310011231118	13.107	7.004185149580871
81	2.514	1.86796501393717	13.746	7.308686674150217
84	2.597	1.9443177135878191	14.382	7.688770590490592
87	2.685	2.0277788062032047	15.057	8.043161284186915
90	2.769	2.089977752754078	15.752	8.375956820128232
93	2.835	2.1495105013456786	16.426	8.722878688404005
96	2.942	2.222065159614737	17.143	9.118316439710524
99	3.042	2.292485875963366	17.854	9.475466662305795
102	3.138	2.3640102674363614	18.578	9.858859625388382
105	3.219	2.4080776228846745	19.344	10.238578636338753
108	3.329	2.4861496213904553	20.117	10.590536835801599
111	3.442	2.5430499607957398	20.887	10.962773983504944
114	3.566	2.654560357326746	21.693	11.40564947032128
117	3.667	2.7407339569215114	22.528	11.812991270747759
120	3.788	2.8557330427074814	23.329	12.17567271266793
123	3.894	2.9198098036155176	24.164	12.584891079524041
126	4.008	3.0094838416235117	24.989	12.93956379911283
129	4.132	3.065284974023123	25.888	13.339467657946374
132	4.243	3.1262956873470467	26.763	13.723817769635906
135	4.374	3.250952582350702	27.657	14.130570548425283
138	4.527	3.350895328042852	28.511	14.485430842978294
141	4.668	3.4306771263914486	29.426	14.832819574731461
144	4.824	3.5346170255796507	30.333	15.182971831418053
147	4.954	3.6605031461922337	31.25	15.546291750356005
150	5.063	3.707934705436404	32.177	15.9151174033358
153	5.184	3.779474623334366	33.09	16.268883691777294
156	5.312	3.876297419146475	33.942	16.62748054003097
159	5.438	3.9152886848207578	34.874	16.998560970713804
162	5.57	3.996883170055772	35.846	17.364613840043035
165	5.705	4.0702016585842085	36.795	17.710918995118583
168	5.862	4.16296604433501	37.772	18.04521115547406
171	6.008	4.249705401083236	38.751	18.375817523845544
174	6.158	4.353158162298493	39.691	18.61935012827246
177	6.305	4.453965964487477	40.672	18.968400465411325
180	6.481	4.579804975499891	41.586	19.239042199255785
183	6.625	4.628801227186235	42.585	19.501668905252437
186	6.756	4.660491839300246	43.554	19.713998217655558
189	6.884	4.695379706753325	44.491	19.928147180559684
192	7.046	4.80009634537942	45.435	20.170042280709424
195	7.152	4.813529481167224	46.341	20.349565691282542
198	7.281	4.881174537431017	47.26	20.548105134649877
201	7.394	4.905999677214909	48.207	20.71761015103745
204	7.516	4.904263022697269	49.159	20.866219545430788
207	7.645	4.942408562877255	50.084	20.987124705480827
210	7.789	5.006350221722662	51.033	21.143106251020505
213	7.944	5.108518470257398	51.978	21.266400160247517
216	8.092	5.128336556412395	52.895	21.348811366133404
219	8.266	5.211372410642176	53.777	21.48037889976986
222	8.421	5.255985576881315	54.652	21.549089522744563
225	8.575	5.287753335333963	55.582	21.632365456307245
228	8.733	5.305266897796646	56.509	21.698680875844776
231	8.881	5.31027664420962	57.394	21.738890112959936
234	9.015	5.35214166669945	58.271	21.793083707853206
237	9.155	5.4037186432284905	59.156	21.810074354374485
240	9.272	5.3900898943402655	60.007	21.83615737186304
